ea_id,ead_ofsp,ead_awassa83,ead_avocado,ead_mango,ead_papaya,ead_sweetpotato,ead_fieldp,ead_impcr1,ead_impcr2,ead_impcr3,ead_impcr4,ead_impcr5,ead_impcr6,ead_impcr7,ead_impcr8,ead_impcr9,ead_impcr10,ead_impcr11,ead_impcr12,ead_impcr13,ead_impcr14,ead_impcr15,ead_impcr16,ead_impcr17,ead_impcr18,ead_impcr19,ead_impcr20,ead_impcr21,ead_impcr22,ead_impcr23,ead_impcr24,ead_impcr25,ead_impcr26,ead_impcr27,ead_impcr28,ead_impcr29,ead_impcr30,ead_impcr31,ead_impcr32,ead_impcr33,ead_impcr34,ead_impcr35,ead_impcr36,ead_impcr37,ead_impcr38,ead_impcr39,ead_impcr40,ead_impcr41,ead_impcr42,ead_impcr43,ead_impcr44,ead_impcr45,ead_impcr46,ead_impcr47,ead_impcr48,ead_impcr49,ead_impcr50,ead_impcr51,ead_impcr52,ead_impcr53,ead_impcr54,ead_impcr55,ead_impcr56,ead_impcr57,ead_impcr58,ead_impcr59,ead_impcr60,ead_impcr61,ead_impcr62,ead_impcr63,ead_impcr64,ead_impcr65,ead_impcr66,ead_impcr67,ead_impcr68,ead_impcr69,ead_impcr70,ead_impcr71,ead_impcr72,ead_impcr73,ead_impcr74,ead_impcr75,ead_impcr76,ead_impcr77,ead_impcr78,ead_impcr79,ead_impcr80,ead_impcr81,ead_impcr82,ead_impcr83,ead_impcr84,ead_impcr85,ead_treadle,ead_motorpump,ead_rotlegume,ead_cresidue1,ead_cresidue2,ead_mintillage,ead_zerotill,ead_consag1,ead_consag2,ead_swc,ead_terr,ead_wcatch,ead_affor,ead_ploc,ead_rdisp,ead_livIA,ead_elepgrass,ead_gaya,ead_sasbaniya,ead_alfa,ead_indprod,ead_cross,ead_grass,ead_feed,ead_cross_largerum,ead_cross_smallrum,ead_cross_poultry,sh_plotea_ofsp,sh_plotea_awassa83,sh_plotea_avocado,sh_plotea_mango,sh_plotea_papaya,sh_plotea_sweetpotato,sh_plotea_fieldp,sh_plotea_impcr1,sh_plotea_impcr2,sh_plotea_impcr3,sh_plotea_impcr4,sh_plotea_impcr5,sh_plotea_impcr6,sh_plotea_impcr7,sh_plotea_impcr8,sh_plotea_impcr9,sh_plotea_impcr10,sh_plotea_impcr11,sh_plotea_impcr12,sh_plotea_impcr13,sh_plotea_impcr14,sh_plotea_impcr15,sh_plotea_impcr16,sh_plotea_impcr17,sh_plotea_impcr18,sh_plotea_impcr19,sh_plotea_impcr20,sh_plotea_impcr21,sh_plotea_impcr22,sh_plotea_impcr23,sh_plotea_impcr24,sh_plotea_impcr25,sh_plotea_impcr26,sh_plotea_impcr27,sh_plotea_impcr28,sh_plotea_impcr29,sh_plotea_impcr30,sh_plotea_impcr31,sh_plotea_impcr32,sh_plotea_impcr33,sh_plotea_impcr34,sh_plotea_impcr35,sh_plotea_impcr36,sh_plotea_impcr37,sh_plotea_impcr38,sh_plotea_impcr39,sh_plotea_impcr40,sh_plotea_impcr41,sh_plotea_impcr42,sh_plotea_impcr43,sh_plotea_impcr44,sh_plotea_impcr45,sh_plotea_impcr46,sh_plotea_impcr47,sh_plotea_impcr48,sh_plotea_impcr49,sh_plotea_impcr50,sh_plotea_impcr51,sh_plotea_impcr52,sh_plotea_impcr53,sh_plotea_impcr54,sh_plotea_impcr55,sh_plotea_impcr56,sh_plotea_impcr57,sh_plotea_impcr58,sh_plotea_impcr59,sh_plotea_impcr60,sh_plotea_impcr61,sh_plotea_impcr62,sh_plotea_impcr63,sh_plotea_impcr64,sh_plotea_impcr65,sh_plotea_impcr66,sh_plotea_impcr67,sh_plotea_impcr68,sh_plotea_impcr69,sh_plotea_impcr70,sh_plotea_impcr71,sh_plotea_impcr72,sh_plotea_impcr73,sh_plotea_impcr74,sh_plotea_impcr75,sh_plotea_impcr76,sh_plotea_impcr77,sh_plotea_impcr78,sh_plotea_impcr79,sh_plotea_impcr80,sh_plotea_impcr81,sh_plotea_impcr82,sh_plotea_impcr83,sh_plotea_impcr84,sh_plotea_impcr85,sh_ea_ofsp,sh_ea_awassa83,sh_ea_avocado,sh_ea_mango,sh_ea_papaya,sh_ea_sweetpotato,sh_ea_fieldp,sh_ea_impcr1,sh_ea_impcr2,sh_ea_impcr3,sh_ea_impcr4,sh_ea_impcr5,sh_ea_impcr6,sh_ea_impcr7,sh_ea_impcr8,sh_ea_impcr9,sh_ea_impcr10,sh_ea_impcr11,sh_ea_impcr12,sh_ea_impcr13,sh_ea_impcr14,sh_ea_impcr15,sh_ea_impcr16,sh_ea_impcr17,sh_ea_impcr18,sh_ea_impcr19,sh_ea_impcr20,sh_ea_impcr21,sh_ea_impcr22,sh_ea_impcr23,sh_ea_impcr24,sh_ea_impcr25,sh_ea_impcr26,sh_ea_impcr27,sh_ea_impcr28,sh_ea_impcr29,sh_ea_impcr30,sh_ea_impcr31,sh_ea_impcr32,sh_ea_impcr33,sh_ea_impcr34,sh_ea_impcr35,sh_ea_impcr36,sh_ea_impcr37,sh_ea_impcr38,sh_ea_impcr39,sh_ea_impcr40,sh_ea_impcr41,sh_ea_impcr42,sh_ea_impcr43,sh_ea_impcr44,sh_ea_impcr45,sh_ea_impcr46,sh_ea_impcr47,sh_ea_impcr48,sh_ea_impcr49,sh_ea_impcr50,sh_ea_impcr51,sh_ea_impcr52,sh_ea_impcr53,sh_ea_impcr54,sh_ea_impcr55,sh_ea_impcr56,sh_ea_impcr57,sh_ea_impcr58,sh_ea_impcr59,sh_ea_impcr60,sh_ea_impcr61,sh_ea_impcr62,sh_ea_impcr63,sh_ea_impcr64,sh_ea_impcr65,sh_ea_impcr66,sh_ea_impcr67,sh_ea_impcr68,sh_ea_impcr69,sh_ea_impcr70,sh_ea_impcr71,sh_ea_impcr72,sh_ea_impcr73,sh_ea_impcr74,sh_ea_impcr75,sh_ea_impcr76,sh_ea_impcr77,sh_ea_impcr78,sh_ea_impcr79,sh_ea_impcr80,sh_ea_impcr81,sh_ea_impcr82,sh_ea_impcr83,sh_ea_impcr84,sh_ea_impcr85,sh_ea_treadle,sh_ea_motorpump,sh_ea_rotlegume,sh_ea_cresidue1,sh_ea_cresidue2,sh_ea_mintillage,sh_ea_zerotill,sh_ea_consag1,sh_ea_consag2,sh_ea_swc,sh_ea_terr,sh_ea_wcatch,sh_ea_affor,sh_ea_ploc,sh_ea_rdisp,sh_ea_livIA,sh_ea_elepgrass,sh_ea_gaya,sh_ea_sasbaniya,sh_ea_alfa,sh_ea_indprod,sh_ea_cross,sh_ea_grass,sh_ea_largerum_k,sh_ea_largerum_o,sh_ea_smallrum_k,sh_ea_smallrum_o,sh_ea_poultry_k,sh_ea_poultry_o,wave,region,othregion,pw_w4,ead_psnp,sh_ea_psnp,saq14,saq01
010204088800713,0,0,0,0,100,0,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,100,100,0,100,0,100,0,0,0,0,0,100,0,0,100,0,100,,,,,1.0869565,,,,6.521739,,,,,1.0869565,14.130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0869565,,,,,,,,,,,,,,,,,,,,,1.0869565,,,6.521739,,,,,,,,,,,,,,,,,,,,,,,,,,9.782609,,,,51.086956,,,,,13.043478,93.478264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.782609,,,,,,,,,,,,,,,,,,,,,9.782609,,,45.652172,,,,,,,,,,,,,,,,,,,,,,,,90,,,60,,,,90,80,80,,10,,10,,,,,,60,0,.039999999,.041666668,,,.31818181,.31818181,4,1,0,2689.693413533834,1,.68421054,1,1
010205088801106,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,100,0,0,100,0,100,,,,,,,4.1666665,2.7777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.944445,2.7777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.666668,,,8.333333,,,,83.333336,,33.333332,,75,,,,,,,,25,0,.2,.21428572,,,.375,.375,4,1,0,2538.286830652791,0,0,1,1
010206088801508,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,34.210526,,,,2.6315789,28.947369,,,,,,2.6315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,10.526316,84.210526,,,,,,10.526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.333336,,83.333336,,,,,75,,16.666666,,66.666664,,8.333333,,,,,,16.666666,0,,,,,.072463766,.072463766,4,1,0,510.7148910411623,1,.67924529,1,1
010207088802009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,58.333332,58.333332,,,,,,,,,,,8.333333,0,,,,,.5,.5,4,1,0,2948.471027154664,1,.93181819,1,1
010208088802007,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,100,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,1.3888888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,100,100,,,100,100,,,10,,,,,,,,20,0,,,,,.06666667,.06666667,4,1,0,2649.639504132232,1,.25925925,1,1
010210088801507,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5.4054055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.918919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,90,,,,,100,60,40,,100,,,,,,,,,0,,,,,,,4,1,0,2482.531727078891,1,.29166666,1,1
010302088800603,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,7.6923075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,90,40,,,70,,,,,,,,60,0,,,,,.85000002,.85000002,4,1,0,1854.287912087912,1,.69230771,1,1
010303088802005,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,100,100,100,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,6.8965516,34.482758,3.4482758,,,,,,20.689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.827587,86.206894,13.793103,,,,,,86.206894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.666668,,,41.666668,,,,66.666664,,,25,58.333332,8.333333,,,,,,,25,0,,,,,.58333331,.58333331,4,1,0,2088.230049833887,1,.25531915,1,1
010304088801407,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,100,100,0,0,0,0,0,0,100,0,0,0,0,100,,,,3.8095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8095238,,,,,,,,,,,,,,,,,,,,,,,.95238096,,,2.8571429,,,,,,,,,,,,,,.95238096,,,,,,,,,,,20.952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.952381,,,,,,,,,,,,,,,,,,,,,,,10.476191,,,29.523809,,,,,,,,,,,,,,10.476191,,,,,,,,,,83.333336,8.333333,83.333336,16.666666,16.666666,8.333333,8.333333,83.333336,66.666664,,,75,8.333333,,,,,,,33.333332,0,,,,,.53125,.53125,4,1,0,1771.406861471861,1,.33333334,1,1
010305088801602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,100,100,100,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,1.2820513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6923075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.333336,,83.333336,16.666666,16.666666,8.333333,8.333333,83.333336,,8.333333,,83.333336,,,,,,,,50,0,,,,,.5,.5,4,1,0,486.9847041847042,0,0,1,1
010306088801803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,4.5454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.272728,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,83.333336,8.333333,50,,66.666664,,,,,,,,50,0,,,,,.94594592,.94594592,4,1,0,2379.866333030027,1,.51999998,1,1
010307088801303,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,100,0,0,100,0,100,,,,,,,,,2.0408163,,,,,,26.530613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0816326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.489796,,,,,,91.836731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.653061,,,,,,,,,,,,,,,,,,,,,,,,16.666666,,25,8.333333,,,,75,58.333332,,,66.666664,,,,,,,,33.333332,0,.23076923,.27272728,,,.81818181,.81818181,4,1,0,1847.355994659546,1,.3392857,1,1
010401088800209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,1.6666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.333336,8.333333,83.333336,41.666668,16.666666,16.666666,8.333333,83.333336,25,,41.666668,83.333336,25,,,,,,,8.333333,0,,,,,.45454547,.45454547,4,1,0,2282.010323809524,1,.67241377,1,1
010401088801804,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,100,100,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,41.666668,,,,25,25,8.333333,,8.333333,,,,,,,8.333333,,0,,,,,,,4,1,0,2310.133690476191,1,.078431375,1,1
010403088800201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333,8.333333,,,,,,75,,66.666664,,33.333332,,,,,,,,25,0,,,,,.40000001,.40000001,4,1,0,1724.230218253968,1,.41791046,1,1
010403088801801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,0,0,100,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.666668,,8.333333,8.333333,8.333333,,,75,66.666664,,,66.666664,,,,,,,,16.666666,0,,,,,.30769232,.33333334,4,1,0,2703.57226519337,1,.42307693,1,1
010405088800102,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,100,100,100,100,100,100,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,3.9215686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,40,10,,,100,20,20,10,100,10,,,,,,,30,0,,,,,.2631579,.27027026,4,1,0,2434.680028571428,1,.42500001,1,1
010501088800902,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,15.384615,,,,,,,,,,,,,,,,,,,3.8461537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.53846,,,,,,,,,,,,,,,,,,,7.6923075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.333333,,,50,,,,75,,,,75,,,,,,,,8.333333,0,,,,,.25,.25,4,1,0,2267.725439153439,0,0,1,1
010502088801410,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,1.4925373,,,1.4925373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41791,,,13.432836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,90,20,,,100,100,,,,,,,,,,,10,0,,,,,.023255814,.023255814,4,1,0,1683.857037815126,0,0,1,1
010503088800803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.666668,75,,,,,,,,,,,,,,,,16.666666,0,,,,,.13636364,.13636364,4,1,0,2624.415552995392,0,0,1,1
